Topic,Question,Answer,url
Employee Assistance Program,Employee Assistance Program,"Employee Assistance Program
As a State of California employee, you and your eligible dependents have access to an Employee Assistance program (EAP). This program is provided by the State of California as part of the state’s commitment to promoting employee health and well-being. It is offered at no charge to the employee and provides a valuable resource for support and information during difficult times, as well as consultation on day-to-day concerns. EAP is an assessment, short-term counseling, and referral service designed to provide you and your family with assistance in managing everyday concerns.

EAP Contact Information
Magellan Healthcare Logo

Phone: 866-EAP-4SOC (866-327-4762)
TTY callers: 800-424-6117

Website: www.eap.calhr.ca.gov

 

If you need help, call the toll-free number at 866-327-4762 (TDD 800-424-6117).

Customer service representatives are available 24 hours a day, 7 days a week, to discuss your concerns and ensure that you receive the assistance you need. You may also contact your departmental EAP coordinator.",https://calhr.benefitsprograms.info/state-employee/work-engagement-resources/employee-assistance-program/
Employee Engagement Program,Employee Engagement Program,"Employee Engagement Program
This program enhances employee engagement by empowering state employees through workplace activities and recognition initiatives. Programs include Californians Serving California, Public Service Recognition Week, and Employee Suggestion program.

Benefits Campaign – Check out our new Benefits Campaign for 2023! Monthly articles posted on holistic well-being topics to share with your teams and departments.

Californians Serving California – Follow CalHR’s social media web pages for monthly posts and prompts. Use #CAServingCA to connect your department’s social media efforts.

LinkedIn logo blueTwitter LogoFacebook Logo

DEI Toolkit – CalHR’s Diversity, Equity, and Inclusion (DEI) Toolkit provides helpful tool and resources to assist and empower organizations in their DEI efforts.

Employee Suggestion Program – Have a great idea on how to enhance processes in your department that reduce or eliminate state expenditures or improve the safety or operation of state government? – Submit your idea!

Public Service Recognition Week (PSRW) – Celebrated annually the first week of May.

Virtual Backgrounds – Enhance your virtual team meetings/gatherings with some creative backgrounds.",https://calhr.benefitsprograms.info/state-employee/work-engagement-resources/employee-engagement/
Employee Wellness Program,Employee Wellness Program,"Employee Wellness Program
The mission of the state Employee Wellness Program is to promote a work environment that encourages healthy lifestyle choices, decreases the risk of illness and disease, and enhances employee effectiveness and well-being. We encourage you to stay informed about health issues that affect you. Take steps to maintain o improve your health and use the resources on this website to help make your life a long and healthy one.",https://calhr.benefitsprograms.info/state-employee/work-engagement-resources/employee-wellness-program/
Employee Wellness Program,Employee Wellness Program,"Employee Wellness Program
General Information
The mission of the state employee wellness program is to promote a work environment that encourages healthy lifestyle choices, decreases the risk of illness and disease, and enhances employee effectiveness and well-being.

CalHR acts in a leadership role to help departments develop a healthy worksite and implement a proactive onsite wellness program that encourages employee engagement at all levels.

Wellness Coordinators in each State department work to offer wellness education or program activities and healthy information for you and your fellow employees.

We encourage you to stay informed about health issues that affect you. Take steps to maintain or improve your health and use the resources at your department and on this website to help make your life a long and healthy one.

Resources below may contain links to external websites. Once you leave this site, you will be subject to the policies of the destination website.

Events
The California Department of Human Resources (CalHR) is excited to announce Healthier U Connections- an innovative, online wellness service that allows state active employees to continually track health behaviors and access wellness resources, such as healthy recipes, exercise videos, ask a physician, and much more.

View our success story videos and learn more about Healthier U Connections.

Take A Hike – The Take A Hike! program is coordinated by California State Parks.

Downtown Sacramento City Walks – Come out and join a group walk during the lunch hour. This walk occurs the second Tuesday of every month and departs at Noon from 10th Street and Capitol Mall on the west side of the Capitol.

Walk Routes
Employee Discounts
CalHR Wellness Discounts – Contact your Departments Wellness Coordinator for more information.
Wellness Discount Procedure (PDF)​ | Follow this procedure when requesting to add a state employee discount to the CalHR wellness web site.
Vendor Employee Discount Application
Wellness Vendor List – Fill out this survey if you would like to be listed as a contact for wellness fairs, resources, or education/training for state department wellness coordinators.
 

Smoking Cessation
American Cancer Society – Great American Smokeout:  The third Thursday of every November.
California Smokers’ Helpline – Free telephone counseling program. 1-800-NO-BUTTS / 1-800-662- 8887
Clearing the Air – Quit Smoking Today – Free information from the National Cancer Institute.
Additional Information
Contact your department wellness coordinator for more information about your worksite program.

For more information about your health plan, please visit the CalPERS website.",https://calhr.benefitsprograms.info/state-employee/work-engagement-resources/employee-wellness-program/
Employee Wellness Program,Employee Wellness Program,"Healthier U Connections
Why Healthier U
Since state employees spend most of their waking hours at work, the State of California wants to create a workplace that promotes and sustains a culture of health to enhance the overall well-being of the state workforce so that employees are happy, healthy, and productive.

A 2012 Urban Institute Study of CalPERS medical care expenditures in 2008 found that 22.4 percent ($362 million) was attributable to chronic diseases amenable to prevention through changes in diet and physical activity. A five percent reduction among state employees in the prevalence of preventable conditions could save the state $18 million annually.

Healthier U is about improving productivity, lowering absenteeism and reducing workers’ compensation claims. It’s about helping employees meet their wellness goals so they can lead healthy lives at work and at home.

Making Workplace Wellness Work: A Labor Management Approach
Healthier U was developed by a unique partnership between CalHR, SEIU Local 1000, State Treasurer’s Office, State Controller’s Office, CalPERS, Kaiser Permanente and Sierra Health Foundation with support from The California Endowment and The California Wellness Foundation.

Healthier U is built on a unique labor-management approach that actively solicits and incorporates employee feedback by:

engaging all levels of the organization;
establishing equal representation of labor and management on committees and workgroups;
building on employees intrinsic motivation through friendly competition and peer support;
securing executive leadership support;
actively utilizing “boosters” or wellness champions to make small changes in their individual work areas and to help support wellness efforts; and
meeting employees where they are so employees can pursue their own personal goals.

Each Healthier U program is unique to the department that is building it.
It is not a one-size fit all.
It is not a wellness program in a box.
It is your wellness program designed by and for you.",https://calhr.benefitsprograms.info/state-employee/work-engagement-resources/employee-wellness-program/
Merit Award Program,Merit Award Program,"The State of California appreciates and recognizes your commitment to serve. The Merit Award Program is a set of employee benefits available year-round and is comprised of four awards:

Governor's State Employee Medal of Valor Award
Superior/Sustained Accomplishment Awards
25-Year Service and Retirement Awards
Robert L Negri Human Resources Achievement Award",https://calhr.benefitsprograms.info/state-employee/work-engagement-resources/merit-award-program/
Merit Award Program,Merit Award Program,"Governor's State Employee Medal of Valor Award
The Governor’s State Employee Medal of Valor Award is the highest honor California bestows upon its employees who risked their lives to save others or state property. Since the program began in 1958, over 700 medals have been awarded to state employees in many different professions. There are two categories of awards:

Special Act Award (Gold Medal)
For an extraordinary act of heroism by a state employee extending far above and beyond the normal call of duty or service, performed at great risk to his or her own life in an effort to save human life.

Special Service Award (Silver Medal)
For an act of heroism by a state employee extending above and beyond the normal call of duty or service performed at personal risk to his or her safety to save human life or state property.

Authority
California Government Code Section 19823 – Employee Awards

California Code of Regulations – Employee Merit Award Program

State Administrative Manual Chapter 4700 – Merit Award Program

Benefits Administrative Manual – Merit Award Program

CalHR-012 Nomination Form

Nomination Process
The department nominator reviews the Medal of Valor Nomination webpage for instructions.
If the heroic act or service meets the criteria, the department nominator downloads and completes the CalHR-012 Nomination Form.
The department nominator submits the completed nomination package to their departmental Merit Award Administrator (MAA).
The departmental MAA reviews the nomination package, and if necessary, requests additional documentation.
The departmental MAA forwards the finalized nomination package to the department director / department head for approval and signature.
If approved, the departmental MAA submits the completed nomination package to the CalHR Merit Award Program prior to the deadline.
CalHR Merit Award Program staff reviews the nomination package for completeness; if necessary, additional information or documentation will be requested.
Once the nomination package is deemed complete, it will then be reviewed by the Merit Award Board (MAB).
The MAB reviews each nomination package and provides a recommendation to the CalHR Director who makes a final determination.
CalHR Merit Award Program notifies each department of the final decision.
Award Ceremony
CalHR Merit Award Program coordinates the award ceremony with the Governor’s Office and participating departments. ​

Past Medal of Valor Awardees
To search for awardees by department, last name, first name, or year awarded, please visit medalofvalor.ca.gov.

More Information
For more information, please contact your departmental Merit Award Administrator or the CalHR Merit Award Program.",https://calhr.benefitsprograms.info/state-employee/work-engagement-resources/merit-award-program/
Merit Award Program,Merit Award Program,"Superior/Sustained Accomplishment Awards
The Superior Accomplishment Award and the Sustained Superior Accomplishment  Award are for a performance resulting in exceptional contribution to state government. Many state agencies hold an annual awards ceremony to acknowledge outstanding employees and increase employee engagement. Specific areas of accomplishment may include, but are not limited to:

An outstanding and superior achievement.
An important contribution to science or research.
An unequaled personal effort in overcoming unusual difficulties or obstacles.
The completion of an assigned task in a significantly shorter period of time than was deemed possible.
A major improvement in methods, organization, procedures, or products (which make an exceptional contribution to the efficiency or economy of the state or an exceptional improvement in its operations.
Nominations for either the Superior Accomplishment Award and the Sustained Superior Accomplishment Award may be submitted on the STD-278 Nomination Form and must be signed by the department director / department head. There are two categories of awards:

​Superior Accomplishment Award
The Superior Accomplishment Award is for a performance by an individual or group which results in an exceptional contribution to state government. There are two categories of Superior Accomplishment Awards:

​​Gold Award
For a gold award, departments may issue one or both of the following to an individual or group:

Engraved walnut plaque or a certificate
Cash or gift award
Cash awards for an individual or group member ranges from $50 to $500 each. Departments have the option of providing cash or equivalent gift awards. Departments are responsible for the design, purchase, and printing of certificates. Note: It would be rare for a group of individuals to receive a gold award as this award is of such prominent degree that it merits recognition of the highest order.

Silver Award
For a silver award, departments may issue one or both of the following to an individual or group:

Engraved walnut plaque or a certificate
Cash or gift award
Cash awards for an individual or group member ranges from $25 to $250 each. Departments have the option of providing cash or equivalent gift awards. Departments are responsible for the design, purchase, and printing of certificates.

​Sustained Superior Accomplishment Award
The Sustained Superior Accomplishment Award is for an individual or group who sustained superior job performance over a 24-month period, resulting in an exceptional contribution to state government. The maximum standard for this award is one nomination per 100 employees for each department.

Departments may issue one or both of the following to an individual or group:

Framed certificate
Cash or gift award
Cash awards for an individual or group member ranges from $25 to a maximum of $250 each. Departments have the option of providing cash or equivalent gift awards. Departments are responsible for the design, purchase, and printing of certificates.

Authority
California Government Code Section 19823 – Employee Awards

California Code of Regulations – Employee Merit Award Program

State Administrative Manual Chapter 4700 – Merit Award Program

Benefits Administrative Manual – Merit Award Program

STD-278 Nomination Form

More Information
For more information, please contact your departmental Merit Award Administrator or CalHR Merit Award Program.",https://calhr.benefitsprograms.info/state-employee/work-engagement-resources/merit-award-program/
Merit Award Program,Merit Award Program,"25-Year Service and Retirement Awards
The 25-Year Service and Retirement Awards were established by the Legislature to recognize state employees who have completed 25-years or more of state service.

Departments may purchase mementos for eligible employees directly from State Price Schedule service providers discussed below.
State employees with questions about purchasing awards or their service and retirement award status should contact their Human Resources Office.
Human Resources professionals may contact the CalHR Merit Award Program for additional information.
There are two categories of awards:

​25-Yea​​​r Service Award
The 25-Year Service Award recognizes employees who have completed 25-years of state service. Departments may present a certificate, plaque, or other suitable memento to state employees with 25-years of completed state service, however the cost may not exceed $125 plus tax.

25-Year Retirement Award
The 25-Year Retirement Award recognizes retiring employees who have completed 25-years or more of state service upon retirement. Departments may make a presentation to a retiring employee who, on the date of their retirement, has completed 25 or more years of state service, however the cost may not exceed $125 plus tax.

Authority
California Government Code Section 19849.9 – 25-Year Service and Retirement Award

California Code of Regulations – Employee Merit Award Program

State Administrative Manual Chapter 4700 – Merit Award Program

Benefits Administrative Manual – Merit Award Program

CalHR-160 Non-Core Employee Payment Form

STD-65 Purchasing Authority Purchase Order

Procurement Information
As of February 1, 2017, MTM Recognition and Frank T. Marchello are identified as State Price Schedule service providers. Departments may utilize their Core Item and Non-Core Item catalogues to fulfill procurement orders (see below). At the department’s discretion, employees may purchase a gift that is a Non-Core Item, including those above the $125 threshold. The State of California will be responsible for the first $125 (plus the tax on $125). The employee is responsible for the balance. At the time of order, it is the employee’s responsibility to pay anything above and beyond the $125 plus tax. No order will be officially placed until the employee’s portion is paid in full. The state’s portion of the payment will be standard state terms.

Gift Catalogs and Contract Information
On Cal eProcure, click on the link for “Find Public Procurement Information.” Then, search for vendor associated contract information using these contract identification numbers:

For MTM Recognition, search 2-21-84-14A
For Frank T Marchello, search 2-21-84-14B
To request any additional state price schedule service provider documents, please contact the CalHR Merit Award Program.

​MTM Recognition 
https://awards.mtmrecognition.com/california
To access “Core” items, click on the “25-Year” and “Retirement” links on the left of the page below the “Core” heading.
To access “Non-Core” items, click on the “Non-Core” links, L1 through L5, on the left of the page below the “Non-Core” headings.
For questions or concerns:
Bryan Mular, Customer Care Associate
bmular@mtmrecognition.com| (877) 495-1011
Frank T Marchello
https://california.awardfulfillment.com
To access “Core” items, click on the “Core – 25 Years” and “Core – Retirement” links on the left side of the page below the “Categories” heading.
To access “Non-Core” items, click on the “Non-Core” links, Level 1 and Level 2 on the left of the page below the “Categories” heading.
For questions or concerns:
california@awardfulfillme​nt.com ​ ​|  ​​(909) 208-5506  ​|  (800) 718-8852​",https://calhr.benefitsprograms.info/state-employee/work-engagement-resources/merit-award-program/
Merit Award Program,Merit Award Program,"Robert L Negri Human Resources Achievement Award
The Robert L. Negri Human Resources Achievement Award is an annual award presented to an employee or organizational group of the State for outstanding performance and achievement in the field of human resources. We invite you to nominate deserving individuals or organizational groups for this prestigious award by completing the CalHR-601 Nomination Form and submitting to the CalHR’s Merit Award Program.

Nomination Process
Nominations will be reviewed and approved by a selection committee and the CalHR Director. Each will be looking for nominations that clearly demonstrate the following:

Dedication to excellence in the field of human resources;
Outstanding customer service to the state, department, and/or employee(s); and
Excellent performance and achievements in the field of human resources.
The award will be presented at the CalHR Conference.

Authority
CalHR-601 Nomination Form

More Information
For more information, please contact your departmental Merit Award Administrator or CalHR Merit Award Program.",https://calhr.benefitsprograms.info/state-employee/work-engagement-resources/merit-award-program/
Third Party Pre-Tax Parking Reimbursement Account Program,Third Party Pre-Tax Parking Reimbursement Account Program,"Third Party Pre-Tax Parking Reimbursement Account Program
The Third Party Pre-Tax Parking Reimbursement Account Program is a voluntary payroll deduction program that allows you to deduct a specific dollar amount for work-related parking fees from your pay warrant prior to tax deductions; this reduces your taxable income. The funds taken out of your pay warrant go into a special reimbursement account that you will claim against. To receive payments from your account, you must submit a reimbursement claim form (CalHR 681) along with the required parking receipts. To enroll in this program you must submit the account enrollment form (CalHR 682).

For questions concerning the status of a claim or your account balance, please contact the third party vendor Application Software, Inc. (ASI) at (800) 659-3035 or visit the ASI website.

For more information on this program or eligibility, please contact your department’s personnel office.",https://calhr.benefitsprograms.info/state-employee/work-engagement-resources/third-party-pre-tax-parking-reimbursement-account-program/
Travel Reimbursements,Travel Reimbursements,"Travel Reimbursements
For bargaining units with an existing Memorandum of Understanding (MOU), if the MOU contains travel language that is in conflict with this language, the MOU language shall be controlling.​​​​​​​​​

Exempt, excluded, and represented state employees may be eligible for the reimbursement of authorized out-of-pocket expenses that are reasonably, actually, and necessarily incurred as a result of conducting state business. In accordance with current state policy, employees may be eligible to receive reimbursement for expenses such as:

Method of travel (transportation)
Meals and incidentals
Short-term lodging
Out-of-state travel
Out-of-country travel
Personal vehicle mileage
Other actual and necessary business and/or travel costs incurred while conducting official state business
For more information, please contact your department’s personnel office.",https://calhr.benefitsprograms.info/state-employee/work-engagement-resources/travel-reimbursements/
Meal and Incidental Rates,Meal and Incidental Rates,"Meal and Incidental Rates
The following reimbursement rates for meals and incidentals are maximums, not allowances.  In the event of an audit, employees must be able to produce receipts substantiating the amount claimed.

HR Manual section 2203 – Allowances and Travel Reimbursements provides additional information, including travel timeframes (fractional day of travel, trip of less than 24 hours, trip of more than 24 hours, etc.).

Meal and Incidental Rates
​Expense	​Reimbursement for Actual Expense
​Breakfast	​Up to $7.00
​Lunch	​Up to $11.00
​Dinner	​Up to $23.00
​Incidentals	​Up to $5.00",https://calhr.benefitsprograms.info/state-employee/work-engagement-resources/travel-reimbursements/
Personal Vehicle Mileage Reimbursement Rates,Personal Vehicle Mileage Reimbursement Rates,"Personal Vehicle Mileage Reimbursement Rates
HR Manual section 2202 – Mileage Reimbursement provides additional information, including the following policies: personal vehicle mileage reimbursement, private aircraft mileage reimbursement, and receipts.

Employees must have advance approval to drive a personal vehicle on state business.

Effective dates for represented employees may be found in the applicable  MOU.
Claims for travel prior to a new rate’s effective date shall receive the prior rate.
For historical mileage reimbursement rates, please review the State Controller’s Office’s Payroll Procedures Manual, Section N.
2022 Personal Vehicle Mileage Reimbursement Rates

​​​​​Type	​Reimbursement Rate per Mile (January 2022 – June 2022)​	Reimbursement Rate per Mile     (July 2022 – December 2022)​​
​Personal Vehicle (approved business/travel expense)​	​$0.585	​$0.625​​
​Personal Vehicle (state-approved relocation)​	​$0.18	​$0.22
​Private Aircraft (per statute mile)*	$​​1.515*​	$​1.81​*
*Unless otherwise stated in the applicable MOU, the personal aircraft mileage reimbursement rate is the applicable “Private Aircraft” rate provided in this chart​.​

2023 Personal Vehicle Mileage Reimbursement Rates
Type	​Reimbursement Rate per Mile
​Personal Vehicle (approved business/travel expense)	​$0.655
​Personal Vehicle (state-approved relocation)	​$0.22
​Private Aircraft (per statute mile)*	$1.74*
*Unless otherwise stated in the applicable MOU, the personal aircraft mileage reimbursement rate is the applicable “Private Aircraft” rate provided in this chart.

Mileage reimbursement covers:

Gasoline
The cost of maintenance (oil, lube, routine maintenance)
Insurance (liability, damage, comprehensive and collision coverage)
Licensing and registration
Depreciation and all other costs associated with operation of the vehicle",https://calhr.benefitsprograms.info/state-employee/work-engagement-resources/travel-reimbursements/
Short-Term Lodging Reimbursement Rates,Short-Term Lodging Reimbursement Rates,"Short-Term Lodging Reimbursement Rates
​HR Manual sections 2201 – Travel and Relocation Policy and 2203 – Allowances and Travel Reimbursements provide additional travel policy information, including lodging reimbursement policy and the excess lodging request approval process.

Employees who incur approved overnight lodging expenses may be reimbursed.
Employees must stay at a commercial lodging establishment catering to short-term travelers, such as a hotel, motel, bed and breakfast, public campground, etc.
Employees must provide a receipt to claim reimbursement; no reimbursement will be paid without a receipt.
Should the base room rate exceed the rates noted below, an  Excess Lodging Rate Approval Request (STD 255C) must be submitted and approved by your department and/or CalHR before the trip takes place.",https://calhr.benefitsprograms.info/state-employee/work-engagement-resources/travel-reimbursements/
Workers’ Compensation,Workers’ Compensation,"Workers’ Compensation
Workers’ compensation benefits are designed to provide you with the medical treatment you need to recover from your work related injury or illness, partially replace the wages you lose while you are recovering, and help you return to work.

If you are an employee of the State of California and have questions about workers’ compensation as it relates to an injury or illness that was or may have been caused by your job, please contact your department’s personnel office.

If you are an employee of the State of California and have filed a workers’ compensation claim, you may contact State Compensation Insurance Fund with questions related to your claim.

The Department of Industrial Relations provides information about workers’ compensation on its website. Their website includes how to contact the Information and Assistance Unit if you have questions.

Resources
State Compensation Insurance Fund
The Division of Workers’ Compensation at the Department of Industrial Relations
For more information on this program and eligibility please contact your department’s personnel office.",https://calhr.benefitsprograms.info/state-employee/work-engagement-resources/workers-compensation/
Retirement,Retirement,"Retirement
Whether you are already retired or you have just started thinking about retirement, the state provides benefits to help you feel secure in your future.

Retirement benefits for state employees are administered by the California Public Employees Retirement System (CalPERS). For more information, please visit the CalPERS website. 

In addition, retirement savings accounts, such as 401(k) and 457(b), are available to most State of California employees; these accounts are administered by Savings Plus. For more information on building retirement savings accounts, please visit the Savings Plus website.",https://calhr.benefitsprograms.info/state-employee/retirement/
Voluntary Benefits,Voluntary Benefits,"Voluntary Benefits
The following voluntary benefits are available for state employees, including group legal services insurance, long term disability and life insurance. Please visit the following sites for more information.

ARAG logo
The Standard Logo
MetLife logo
MetLife Beneficiary Assistance Logo
For more information, please contact your department’s personnel office.
Saving Plus
Saving Plus logo

Savings Plus is a voluntary retirement program that allows California State employees, including active PST employees, to supplement their retirement benefits through pre-tax and Roth (after-tax) payroll contributions. Savings Plus offers the 401(k) and 457(b) Plans. Representatives can provide information about the differences between the plans, investment options, enrolling, lump sum contributions, and ways to help achieve financial goals.

Visit our website www.savingsplusnow.com for more information.",https://calhr.benefitsprograms.info/state-employee/voluntary-benefits/
Dependent Re-Verification,Dependent Re-Verification,"Dependent Re-Verification
Introduction
The Dependent Re-Verification (DRV) is the process of re-verifying the eligibility of spouses, domestic partners, children, stepchildren, and domestic partner children (family members) for their continued enrollment for state health, dental and premier vision benefits. Government Code section 19815.9 mandates re-verifying the eligibility of these family members. Government Code section 22959 authorizes extending this review to family members enrolled in dental benefits.  The bargaining unit contracts specify that family member eligibility for dental benefits shall be the same as that prescribed for health benefits.

The DRV began in 2018. The eligibility of family members is re-verified once every three years. The re-verification period is based on the employee’s birth month.  Government Code 19815.9 also requires the employing office to:

Verify the eligibility of all dependents prior to enrolling them in health, dental and vision benefits
Retain and maintain a record of the verifying documentation for each dependent in the employee’s official personnel file
Validate/re-verify dependent eligibility at least once every three years for most dependents
Remove unverified dependents from benefits coverage
Resources
DRV Guide for State Employees
DRV FAQ
DRV COVID FAQ",https://calhr.benefitsprograms.info/state-employee/dependent-re-verification/
The Dependent Re-Verification (DRV) Program,The Dependent Re-Verification (DRV) Program,"The Dependent Re-Verification (DRV) Program.
The DRV program was implemented as a cost mitigation strategy for state departments effective in 2018. In an effort to control rising health care costs, CalPERS conducted a Dependent Eligibility Verification (DEV) of its membership during fiscal year 2013-14 utilizing a vendor. The DEV required departmental personnel offices to verify the eligibility of employee dependents for continued enrollment in state-sponsored health benefits. The DEV efforts resulted in cancellations of 8,379 ineligible dependents enrolled in health and resulted in a savings of over $60 million by reducing future claims and employer contribution costs.
The success of the DEV led to the adoption of Senate Bill 98, Chapter 28, Statutes of 2015, adding Government Code (GC) Section 22843.1 to the Public Employees’ Medical & Hospital Care Act (PEMHCA). GC 22843.1 implemented a permanent DRV process for departmental personnel offices, requiring departments to verify the continued eligibility of employee dependents for state-sponsored health benefits on a triennial basis and mandated CalHR to set the standards. On July 16, 2021, Assembly Bill 138, Chapter 78, Statutes of 2021, was signed into law, and the DRV authority was removed from PEMHCA and added to CalHR GC 19815.9. Authority was given to CalHR to set the Dependent Re-verification (DRV) standards
pursuant to GC 19815.9. In addition, Title 2, Section 599.855 of the California Code of Regulations clarifies and makes specific the above-mentioned statute for application by state departments.",https://calhr.benefitsprograms.info/wp-content/uploads/2022/12/DRV-Guide-State-Employees-CalHR-Benefits-Division-website-January-2023-Clean-Copy-12282022.pdf
"DRV FAQ’s for Employees during
the Novel Coronavirus (COVID-19)
State of Emergency","DRV FAQ’s for Employees during
the Novel Coronavirus (COVID-19)
State of Emergency","Will Dependent Re-verification be postponed due to the current State of Emergency?
The current Dependent Re-verification schedule will continue. If you are subject to Dependent Re-verification, you are responsible for providing the re-verification documents and a completed Dependent Eligibility Verification Checklist (CalHR Form 781) to your departmental personnel office prior to the re-verification due date.",https://calhr.benefitsprograms.info/wp-content/uploads/2022/12/DRV-EE-COVID-FAQ-January-2023.pdf
"DRV FAQ’s for Employees during
the Novel Coronavirus (COVID-19)
State of Emergency","DRV FAQ’s for Employees during
the Novel Coronavirus (COVID-19)
State of Emergency","My departmental personnel office has restricted its office hours due to the novel coronavirus (COVID-19) and I am unable to get in touch with my personnel specialist to turn in re-verification documents for my enrolled dependents. Who can I contact to process my forms?
Due to the novel coronavirus (COVID-19), protective measures have been put in place to ensure the health and safety of all state employees. Please review the current communication from your departmental personnel office on how to communicate with them during this time and follow the process. If you have followed the process and are still unable to submit the required re-verification documents to your departmental personnel office, please have your supervisor or manager escalate the issue to your departmental personnel officer",https://calhr.benefitsprograms.info/wp-content/uploads/2022/12/DRV-EE-COVID-FAQ-January-2023.pdf
"DRV FAQ’s for Employees during
the Novel Coronavirus (COVID-19)
State of Emergency","DRV FAQ’s for Employees during
the Novel Coronavirus (COVID-19)
State of Emergency","I am unable to obtain a certified copy of my government issued marriage certificate/domestic partnership registration and/or child's birth due to the current State of Emergency. Will my family member(s) lose health and/or dental coverage if I am unable to provide the required reverification documents by the re-verification due date?
Re-verification of your dependents requires submittal of the CalHR 781 and reverification documents pursuant to Government Code section 19815.9, 22959 and Title 2. California Code of Regulation (CCR) § 599.855. Ninety, 60- and 30-day notices are sent to you to ensure you have plenty of time to provide the necessary documents to reverify your dependents. If you do not provide the necessary documents, your dependents will lose their health, dental and/or premier vision coverage. Contact your departmental personnel office for further guidance. ",https://calhr.benefitsprograms.info/wp-content/uploads/2022/12/DRV-EE-COVID-FAQ-January-2023.pdf
CalHR Benefits Calculator,CalHR Benefits Calculator,"CalHR Benefits Calculator
Click HERE for instructions* on how to use the Benefits Calculator.

*NOTE: This demonstration walks through how to utilize the Benefits Calculator, a tool to assist employees in calculating out-of-pocket costs for health, dental and vision benefits. The selections used in this demonstration are for example purposes only and you should select the options that pertain to your specific needs.

Use the Benefits Calculator to compare premiums for different benefit plans and see the contribution rates based on your bargaining unit. In addition, you will see how much will be deducted from or added to your paycheck based on which benefit plan you choose.",https://calhr.benefitsprograms.info/calhr-benefits-calculator/
Retiree Dental Benefits,Retiree Dental Benefits,"Retiree Dental Benefits
California Public Employees’ Retirement System (CalPERS) maintains the dental benefit enrollment records for all state retirees, processes retirees’ dental enrollments, and submits eligibility information to the appropriate dental plan.

It is important that you maintain your address current to help ensure you receive timely information about your sponsored dental benefits. Report address changes to CalPERS at the address below (be sure to include your MyCalPERS ID and telephone number):

California Public Employees’ Retirement System
Health Account Management Division
P.O. Box 942715
Sacramento, CA 94229-2715

If you are a retired state employee and have any questions regarding your eligibility, contact CalPERS, toll free at: (888) 225-7377/ TTY (877) 249-7442 or visit the CalPERS website.

Please view the State Retiree Open Enrollment Resources page for 2023 Benefit information.

 

Forms
Affidavit of Parent-Child Relationship – CalHR 025

Important Reminders
If you have dependents 25 years of age and under, they are eligible for dependent coverage with the Retiree Dental and Vision Programs.",https://calhr.benefitsprograms.info/state-retiree/retiree-dental-benefits/
Open Enrollment,Open Enrollment,"Open Enrollment
The Benefits Open enrollment is a set time of the year when eligible state employees can enroll, disenroll or make changes to their health, dental, vision, COBRA, and legal insurance benefit plans. Employees can also add or delete eligible dependents.

For successful delivery of these efforts, the Benefits Division established an Annual Open Enrollment Project, with the goal to provide state departments with necessary benefit program and plan information to share with their employees.

Benefit plan changes made during the annual Open Enrollment time are effective January 1st of the following year.



Upcoming Events
Virtual Benefits Fair logo

Discover your options and get the answers you need to prepare for important decisions about your health, dental, and vision plans at the Virtual Benefits Fair for state employees. View on-demand webinars year-round.



The CalHR Open Enrollment Team is happy to announce the return of In-Person Benefit Fairs.

On Sept. 6 and Sept. 21, 2023, CalHR has partnered with the Department of Motor Vehicles (DMV) and Department of State Hospitals – Metropolitan to host In-Person Benefit Fairs for state employees. During the in-person fairs, state employees can communicate directly with benefit vendors to discover their options and get answers they need to prepare for important decisions about their CalPERS health plans, and CalHR dental, vision and voluntary benefit plans. Attend the in-person fairs at one of the locations and times listed below:
",https://calhr.benefitsprograms.info/open-enrollment/
Open Enrollment,Open Enrollment,"The CalHR Open Enrollment Team is happy to announce the return of In-Person Benefit Fairs.

On Sept. 6 and Sept. 21, 2023, CalHR has partnered with the Department of Motor Vehicles (DMV) and Department of State Hospitals – Metropolitan to host In-Person Benefit Fairs for state employees. During the in-person fairs, state employees can communicate directly with benefit vendors to discover their options and get answers they need to prepare for important decisions about their CalPERS health plans, and CalHR dental, vision and voluntary benefit plans. Attend the in-person fairs at one of the locations and times listed below:

Northern CA
Department of Motor Vehicles

Date: Wednesday, September 6, 2023

Time: 11:00am – 1:00pm

Location: DMV HQ, 2415 1st Ave, Sacramento, CA 95818

Parking: The event is outside on the south side of the DMV HQ building. For questions or parking information, email dmvwellness@dmv.ca.gov prior to the day of the event

Southern CA
Department of State Hospitals

Date: Thursday, September 21, 2023

Time: 10:00-2:00

Location: DSH-Metropolitan11401 Bloomfield Avenue

Norwalk, CA 90650

Parking: The event will be held in the James Hall Auditorium. Please use the parking lot that is adjacent to James Hall Auditorium.
",https://calhr.benefitsprograms.info/open-enrollment/
Open Enrollment,Open Enrollment,"The CalHR Benefits Team is happy to announce virtual Brown Bag Sessions for HR Professionals to provide an opportunity to ask questions to improve guidance and support for their department employees. For more information and to attend a virtual Brown bag Session, please visit the State HR Professionals webpage. The HR Professionals Open Enrollment Resource page is password protected. If you are an HR Professional and you are seeking access to the HR Professionals webpage, please contact OpenEnrollment@calhr.ca.gov",https://calhr.benefitsprograms.info/open-enrollment/
